4S,8S,QH,KC,7C,10D,6D,5S,8H,6S,10S,6C,9C,JC,AC,7D,AS,2H,5C,4C,10H,4H,KD,3S,2C,2D,JD,8C,6H,5H,4D,2S,9D,JH,10C,QS,AH,9S,KS,AD,7S,8D,QD,3D,3H,3C,7H,9H,5D,KH,JS,QC,
8C,4H,5S,KD,9C,2S,3C,10S,7S,9H,10H,QS,JC,AH,KS,JH,4D,2D,6D,JS,5C,KC,7D,10C,8S,KH,4S,5D,10D,2C,6C,JD,AS,QD,5H,7H,QC,6H,8D,9D,7C,3D,AD,QH,6S,9S,3S,3H,AC,4C,8H,2H,
AS,7H,10H,AD,9H,6S,3D,4S,QC,9S,KD,8D,QS,9D,10S,4H,JH,8S,5S,QD,3C,7D,3H,10D,10C,JD,8H,7S,KS,JS,5H,8C,6H,6D,2H,6C,KH,9C,4C,7C,2C,KC,5C,4D,AH,5D,2S,3S,QH,AC,2D,JC,
AD,10D,3H,4H,QS,7C,JH,AS,AH,3S,JS,AC,4C,2H,KS,9S,5S,10S,QD,9D,7H,10C,8C,JC,QC,KH,6H,8D,9H,10H,7D,9C,QH,6D,3C,KD,8H,2C,5C,8S,4D,5H,2S,3D,4S,7S,5D,2D,JD,KC,6C,6S,
AH,2S,JC,3H,7H,AC,6S,KH,KS,3S,8H,9S,10H,2D,7C,KD,JS,5C,3D,4S,AD,7D,JD,AS,9D,QH,8C,5S,2C,2H,10D,4D,8D,QD,7S,9C,10S,10C,5D,6D,4C,QS,4H,9H,JH,6C,KC,QC,8S,6H,5H,3C,
3H,8H,3C,4C,5D,6C,6S,4H,2D,6H,QD,8C,9H,JD,AH,AC,KD,7D,QS,7C,9D,10H,10C,7S,5S,4D,2C,2S,JS,9S,6D,JC,QH,10D,10S,9C,8D,7H,3D,QC,2H,5H,KC,KS,JH,4S,AS,AD,8S,KH,3S,5C,
10H,4C,2D,6D,8H,8D,KC,9S,4S,2S,3C,9C,JS,AH,KH,JC,5D,4H,AS,10S,7D,2H,KD,10C,QC,5C,5H,6H,AD,4D,QD,6C,QS,KS,9D,JH,6S,QH,3D,AC,8C,7H,10D,7S,3H,5S,9H,8S,3S,7C,2C,JD,
4S,AH,3D,4D,2C,JH,8C,JD,6S,8D,QC,5C,QD,9H,AD,KH,9C,KS,6D,2H,3S,6H,2S,8S,7H,5D,9S,2D,10S,9D,AS,QH,KC,4C,10H,KD,10D,3H,10C,QS,JC,JS,5S,5H,7C,7S,AC,7D,4H,8H,6C,3C,
4S,6S,3D,JH,9D,10S,QH,2S,5D,KH,AD,8H,10D,7D,6C,8S,8C,2H,5S,3H,9H,AS,QS,6H,10C,QD,4D,6D,9S,JS,5C,JD,KD,KC,4C,2C,2D,QC,4H,AC,KS,3C,7H,5H,9C,7S,7C,10H,AH,3S,JC,8D,
4D,KD,QC,QH,9H,5S,6S,10D,6D,3H,QS,QD,10H,10C,JH,2H,7H,KC,AD,5C,3S,8H,4C,8S,JC,KS,6C,4S,AS,10S,2D,AH,5D,4H,2C,AC,7D,7C,7S,JD,3C,9S,6H,JS,9C,8D,2S,5H,KH,8C,9D,3D,
7C,JC,6S,2H,JH,3D,8H,AS,5H,10C,8D,4C,8S,3H,7S,QH,2C,QS,8C,JS,6C,KC,7H,QD,5D,9C,KS,KH,AD,10S,3C,AH,9D,7D,4H,4S,10D,10H,AC,2D,4D,2S,5C,QC,6D,9H,KD,6H,9S,JD,3S,5S,
10D,5H,QS,4C,AS,7H,6D,9S,9D,3C,6H,JS,2H,KS,8D,2C,4H,3D,8H,7D,5D,KD,AC,JC,4S,10H,3H,9C,AD,QH,9H,QD,JD,2S,3S,2D,KC,8S,7S,10C,5C,6S,7C,4D,QC,8C,AH,6C,10S,JH,KH,5S,
7H,3D,9C,5D,5S,7S,AH,6D,2C,6H,AD,8S,9H,10D,4D,KD,9S,QH,KC,7D,AC,KH,QS,2S,QD,3H,2D,JC,4S,8H,QC,4C,8D,10C,5C,6C,JS,8C,2H,3C,6S,10H,5H,JH,10S,7C,AS,4H,KS,JD,9D,3S,
4S,7H,AH,4D,5C,3D,KS,8S,3S,KD,4H,6H,9S,6C,8D,QH,9H,7C,3C,AC,5H,JC,10S,5D,JS,6D,10C,6S,7S,3H,8H,8C,2S,JD,QS,2C,AD,2H,4C,JH,AS,QD,5S,KC,9D,7D,9C,2D,QC,KH,10D,10H,
7C,AD,7D,4S,KS,KC,JC,8S,JD,QC,10S,AH,2H,4D,4C,5C,3H,KD,9D,7H,3D,QS,JS,6C,6H,8C,2C,8D,3S,JH,3C,6D,AC,10C,QD,9S,9C,5D,5H,7S,2S,4H,KH,6S,10H,10D,AS,QH,2D,5S,8H,9H,
4D,10H,10D,4C,4S,KS,7C,7D,QD,QS,5C,7H,JH,KD,8S,8C,JS,10C,KH,QC,JC,6S,4H,3D,3C,9D,AS,KC,JD,9C,2S,5D,AH,8H,9S,AD,2H,6C,6D,7S,5H,AC,5S,6H,QH,9H,3S,10S,2C,8D,3H,2D,
QD,10D,8H,7D,JD,7S,KS,4H,10H,AH,8C,KH,6D,QH,JS,9D,3S,AC,4C,9H,6H,9S,5H,8D,9C,2C,JH,3D,10S,4S,5C,2H,QC,JC,2D,2S,4D,5D,AD,8S,7C,5S,6S,KC,10C,3H,KD,QS,AS,7H,6C,3C,
2S,9C,3C,KD,AS,2D,KH,5H,3D,4C,7D,JD,KS,8H,7S,5D,2H,QS,5C,AC,8D,7C,10S,AD,2C,QD,6C,JS,6S,AH,5S,9D,3H,KC,6H,4D,JC,3S,8S,10D,10C,8C,JH,9H,7H,6D,9S,4S,QH,QC,10H,4H,
8D,8H,5S,AH,3H,JC,3D,7D,JH,6H,10D,5D,JD,4C,2C,6C,9C,KS,5H,3C,7S,6S,QD,4S,AD,8S,9H,QH,KC,9D,2S,5C,2H,6D,QS,3S,4H,10C,AS,KD,QC,7H,2D,9S,KH,JS,10S,8C,7C,AC,4D,10H,
7H,2C,JH,5S,10H,AH,JS,KC,7S,8C,5D,AD,QH,5H,8S,3H,6S,3D,QD,JC,7D,8H,6H,5C,3C,9D,7C,4C,10C,JD,KS,4D,6C,KH,10D,10S,9S,4H,2S,AC,9H,2D,9C,AS,2H,3S,8D,4S,6D,KD,QS,QC,
QH,7D,KH,QS,4C,10H,2D,KS,3S,10S,2S,8S,7C,5S,JC,6S,AC,JH,AS,QD,4H,AD,3D,2H,9C,9H,KC,9S,5D,9D,8H,5C,7H,AH,4S,8C,6H,7S,3H,8D,JS,10D,5H,3C,QC,JD,4D,KD,6D,2C,6C,10C,
JC,8S,4S,3D,8H,3C,JH,7D,10S,KC,7S,AC,5C,QS,4D,6S,2H,QH,QD,6H,3S,8D,5H,2D,9C,8C,7C,JS,KS,5S,AD,AH,4C,2S,10D,3H,6C,2C,QC,5D,KD,JD,10H,10C,4H,6D,9D,9S,AS,KH,7H,9H,
3D,3C,2D,2H,5C,8D,QH,2S,10C,7S,QS,AH,8C,6S,9H,JC,2C,KC,9S,JH,KH,JS,7H,AS,7D,8H,5S,8S,10S,7C,QC,KD,5D,KS,9D,4S,4C,AD,9C,5H,4H,3S,10H,JD,10D,AC,6C,4D,QD,6D,6H,3H,
AS,KH,9H,2H,9S,9D,7H,8D,10S,KD,KC,5C,JH,8H,7D,2S,5D,6H,3S,4S,QS,KS,5S,QH,2C,JS,3D,QD,JD,AH,10H,6D,10C,AC,9C,3C,4D,8C,QC,5H,6C,7C,JC,4H,6S,10D,2D,7S,8S,3H,4C,AD,
2S,10S,10D,QD,4C,KH,2D,QH,10C,5H,5D,6D,7H,AC,JC,2H,6C,QS,3C,8C,5C,KD,3H,10H,AH,JD,4S,JH,4D,QC,4H,AD,3S,5S,9C,7C,KS,7S,9S,2C,8S,9H,KC,6H,9D,7D,AS,8D,3D,6S,8H,JS,
3H,10S,JH,2S,10C,9C,JD,AD,QD,QH,JS,6S,5D,8D,QC,6C,4S,9S,6D,KD,8S,6H,4C,JC,AS,4H,5H,2C,7S,5C,7C,4D,KC,AH,2D,KS,3S,8H,7H,2H,KH,AC,9D,9H,10D,7D,3D,3C,QS,5S,8C,10H,
KC,5D,2D,8H,5C,6H,9S,9H,6D,8D,10C,5S,JC,2S,3C,AS,6C,JS,KD,7S,JD,4D,10D,10H,AC,6S,2H,4C,KH,3S,JH,9D,3D,3H,QC,4H,QD,KS,AD,7H,AH,QH,10S,8C,7D,5H,7C,4S,8S,2C,9C,QS,
KS,9S,AS,3D,5H,JC,5D,6H,7S,JH,6D,QH,7C,10H,3H,KD,10C,9H,8H,5S,AH,9D,AD,4C,2D,2C,4S,QC,KC,JD,KH,6C,4D,8C,QD,10D,QS,3S,5C,9C,8D,JS,3C,7D,2S,10S,6S,8S,2H,AC,7H,4H,
AD,7D,4C,7H,9H,6H,6C,3H,6D,9C,2D,9D,AS,8C,AH,2C,9S,5H,2H,QC,10H,QH,10C,3C,3S,JH,10S,JS,4S,8D,JD,QD,6S,4D,5D,4H,8S,5C,JC,2S,5S,7S,7C,3D,8H,KC,KS,10D,KD,KH,QS,AC,
3S,JC,7H,KS,9C,AS,QC,5D,7S,3D,5S,2C,QH,KH,8C,9D,KD,2D,7C,5H,KC,QD,3C,2S,AD,AC,6S,4S,AH,10C,3H,8H,4H,7D,QS,8D,5C,4C,9S,6H,9H,JS,4D,2H,JH,10D,10S,8S,10H,6D,6C,JD,
9D,2S,2D,5D,8C,QD,4S,5S,KH,10S,6C,JC,3S,10H,2H,KS,AC,4H,JS,AH,KC,7D,3C,KD,AD,8D,5H,7H,JH,6H,QS,9S,QC,7C,3D,8H,5C,QH,9H,7S,10C,JD,6D,8S,2C,10D,4C,4D,9C,AS,6S,3H,
10H,KC,4S,6S,8D,JS,5S,3H,7S,5C,6D,AC,8H,10C,4D,2D,8C,2C,5H,7H,AD,JH,7C,9S,3D,9H,KD,2S,QS,QC,9D,5D,2H,QH,10D,9C,JD,6C,JC,AS,QD,8S,3C,10S,4C,KS,7D,4H,AH,3S,KH,6H,
JC,QS,AD,3H,7S,5H,10S,5C,4S,9H,10D,3D,AS,AH,8H,4H,KS,6H,8S,10H,7D,9S,3S,KD,6S,4C,QH,JH,QC,2H,JD,2D,AC,6C,3C,5S,2S,JS,4D,8C,KH,10C,7H,2C,9C,QD,KC,8D,7C,6D,9D,5D,
9S,5D,JS,3C,AC,7H,6D,2D,AS,2S,2H,KS,QD,5C,KC,8C,JC,8D,4H,5S,8H,KD,7S,8S,7C,JH,10S,4D,10D,QC,6S,9D,3S,9C,4C,9H,JD,AH,QH,5H,6C,3D,10C,AD,7D,KH,3H,2C,6H,10H,4S,QS,
AD,3C,6C,5C,KC,5D,KH,8H,3S,AS,6D,AH,QD,7S,5H,JC,2S,5S,KS,QH,4D,2H,JS,7D,AC,9C,10S,10C,3D,JD,9H,10H,QC,4S,6S,4C,4H,8C,3H,6H,7H,QS,8S,9S,7C,2C,8D,9D,KD,2D,10D,JH,
QH,4C,2H,AH,AD,JC,2S,QC,4H,3S,QS,2D,5D,AS,5S,4S,10S,6H,AC,3D,9S,JD,7C,7H,JH,6C,5H,4D,10D,5C,2C,6S,8S,3C,9C,10H,8D,10C,KC,QD,9D,8H,6D,7S,7D,JS,8C,KH,KD,KS,3H,9H,
QH,KH,9H,8S,2C,AC,QD,9C,9D,5H,6H,8D,JD,4D,10D,6C,9S,10H,6S,4C,7C,8C,KS,7H,JC,4S,6D,3C,4H,7D,AD,JH,AH,8H,10S,JS,3D,2H,5D,5C,KC,2S,2D,5S,10C,7S,QC,3H,AS,3S,KD,QS,
QD,JH,2C,7D,5D,6S,4S,10C,8D,10H,9S,3S,4H,8S,8C,AH,AC,10D,6D,10S,8H,KC,9C,5S,5C,KD,6C,5H,7S,4D,QH,6H,KH,JD,3C,7H,7C,2H,KS,2S,JC,2D,AS,9H,AD,9D,JS,3D,QC,3H,4C,QS,
2D,5S,AD,10S,JH,9D,5C,9C,10D,7D,JD,4C,9H,9S,5D,KD,AC,3C,2S,3D,6D,7H,QD,5H,AH,AS,KC,QS,4S,3S,8H,4D,4H,KH,2H,JS,10C,8C,KS,JC,6H,7S,3H,6S,6C,10H,QC,8S,7C,8D,2C,QH,
JS,3D,4C,QS,8S,10D,7D,5C,KC,KH,7S,AH,5S,5D,3C,6C,6S,6D,3S,5H,QC,QH,10H,9D,KD,JC,8H,JH,9S,8D,QD,6H,8C,2S,2D,4H,AD,AC,9C,KS,AS,3H,2H,4D,7H,10S,9H,JD,2C,7C,4S,10C,
JS,4H,7C,6D,5H,9D,AH,5S,5C,QS,8S,3S,KD,4S,2D,AD,QH,10S,8C,5D,KS,9C,7S,4D,2S,JH,8D,6C,3C,JD,10C,KC,9S,3D,6S,4C,10D,9H,AS,3H,QC,AC,KH,8H,10H,JC,7D,2C,2H,7H,QD,6H,
5D,AH,10D,6H,2D,QD,10S,10H,9S,QS,6C,KD,AC,5H,QH,5C,KC,4D,3S,7C,3C,7S,6D,2S,7D,JC,9H,8H,8D,AS,JS,6S,AD,9D,3H,9C,5S,4H,4S,KH,8C,JH,7H,8S,4C,2C,JD,2H,10C,KS,3D,QC,
2D,AH,4D,5D,7C,JC,QS,6H,9C,3H,9H,KD,7S,AS,KC,KH,2S,JH,QH,JD,6D,2H,JS,3S,5H,10S,4S,AC,8D,6S,KS,4C,10D,3D,8C,AD,4H,QC,8S,5S,10H,7D,9S,6C,8H,2C,10C,QD,5C,7H,3C,9D,
AS,KS,7S,9H,KD,10C,2D,6H,10D,5D,8D,8S,3D,3H,10S,4H,JC,9S,9D,10H,JS,JD,7D,5C,8H,6C,4D,9C,6D,AC,QS,QC,5H,3C,7H,KC,2S,7C,2C,AH,2H,KH,4S,6S,QD,5S,JH,8C,AD,3S,4C,QH,
10C,5C,KS,3D,5D,JC,5H,3H,8H,5S,QD,9C,AS,2C,KC,9D,7C,3S,2S,4D,8S,QH,2D,6C,6D,4S,6H,JH,4H,3C,KD,10S,AC,4C,AD,2H,JD,KH,7S,AH,JS,8D,10H,7H,8C,7D,QC,9S,6S,QS,9H,10D,
8D,7S,KH,JS,AS,5S,7H,QD,5H,9D,2D,6H,AH,7C,8S,JC,7D,10D,6D,4D,8C,3S,KD,10S,JH,AC,3C,KS,4S,QH,2H,5C,QS,AD,3H,10H,2S,QC,KC,JD,2C,8H,4C,9S,6S,10C,5D,3D,9C,9H,6C,4H,
3C,5S,JS,10C,2D,10D,8C,JC,QH,8D,QS,9S,7S,AH,AD,5D,10S,9C,KH,4D,KD,3H,JD,10H,4S,8H,QC,8S,4H,7H,KS,QD,3S,AS,KC,9H,6C,AC,7C,7D,6S,2C,6H,4C,3D,2H,JH,6D,5C,2S,9D,5H,
JH,KD,AS,3H,QS,10C,9S,10H,6H,4C,QD,7S,10S,7H,5H,9C,QH,6D,8D,7C,AH,3C,6C,2C,3S,4D,8S,KC,5C,7D,4S,8C,2D,3D,AD,KH,9H,9D,5S,JD,2S,8H,JC,QC,AC,5D,KS,6S,2H,JS,4H,10D,
3D,4C,QC,QD,4H,9C,10C,AS,6H,4D,KS,8H,4S,2H,7H,3H,QH,9S,10D,10S,5D,8D,9D,5S,7C,KC,5C,KH,JC,10H,6C,9H,3C,JS,8S,7D,2D,8C,3S,6S,2S,6D,AC,KD,7S,JH,AD,JD,5H,QS,2C,AH,
6S,6D,7H,8H,7S,5H,JS,8S,4D,9H,2S,5S,JC,5D,6H,AH,AC,3C,9C,KD,10D,QS,KS,QH,4C,2C,5C,3S,3D,KC,4S,JH,2H,4H,QC,7C,9D,8D,QD,6C,10H,AS,7D,10C,AD,9S,2D,KH,8C,10S,JD,3H,
5S,7S,7C,8D,QS,3S,KS,QH,AS,3H,KC,2S,5H,3C,4C,6D,10S,10C,2D,6H,5C,KH,9D,JH,8H,6S,3D,QC,4S,2H,10H,8C,AD,QD,4D,8S,AC,JS,AH,9H,7D,9S,JC,KD,5D,4H,9C,2C,7H,6C,10D,JD,
10C,3S,6S,KD,7C,5H,6H,AC,6C,3H,2S,6D,AD,KH,9H,JH,JS,7S,8D,8C,KC,4D,3C,QD,9C,4H,8S,QH,7H,4S,5D,JC,AS,7D,2D,QC,JD,9S,5S,4C,QS,10S,AH,2H,10D,9D,KS,2C,3D,5C,10H,8H,
2H,8H,KH,2C,7S,9H,6C,QC,6S,10C,7H,4C,9C,JC,JD,5D,AC,9D,10D,4S,2S,AH,4H,6H,3H,KD,3C,10H,3D,8D,9S,6D,QS,7C,10S,AD,QH,KS,5C,5H,JH,JS,8C,QD,3S,7D,2D,KC,8S,4D,AS,5S,
4H,8H,AC,KH,8S,9C,4D,7H,9D,8C,3H,5S,JC,3C,KD,5D,2C,JS,QH,6C,QD,10H,JH,10D,JD,3D,7D,KC,6H,8D,AD,5C,6S,QS,2H,AS,6D,AH,2S,7C,7S,5H,QC,3S,4C,9S,9H,KS,2D,10C,4S,10S,
10H,6D,9D,8S,6C,3H,8C,3S,2D,AD,AH,4C,9C,JS,6S,6H,4H,JC,AS,7H,QH,QD,4D,KH,2H,QS,5C,10C,KD,5H,7C,KS,7S,QC,3D,8D,9S,10S,5S,KC,4S,7D,2S,9H,5D,JD,2C,3C,8H,JH,10D,AC,
5D,KH,2D,10H,6C,5H,QC,KD,3D,KC,8C,4C,8H,3C,JC,10S,7S,QH,8S,2S,KS,10C,JS,2H,AC,JD,9S,AS,AD,JH,2C,9H,7D,4D,7H,6H,7C,QS,3S,4S,9D,3H,4H,6S,AH,8D,6D,5S,10D,QD,5C,9C,
AS,5C,3D,5S,5H,KC,3H,JD,2C,QD,6C,6D,4C,10D,10S,QC,10H,4D,7S,JC,7C,8D,6S,5D,8C,QS,7D,KD,10C,9H,3S,2S,9S,AD,KH,3C,2H,9D,KS,2D,JS,QH,AC,8S,7H,9C,8H,6H,4H,JH,AH,4S,
2D,2H,JD,KD,10S,9C,4D,7S,8D,7D,AH,5H,6H,QC,JC,4C,2S,AC,5S,QH,JH,3S,JS,KH,QS,7C,4H,KS,5C,6C,9D,QD,KC,8S,9S,3H,4S,6S,3D,8H,10C,2C,5D,3C,6D,10H,8C,9H,AD,7H,10D,AS,
KS,6H,3H,JD,5H,4C,7H,10S,4S,10C,JH,JS,KH,2D,2C,QC,10D,9C,6S,5S,3C,4H,6C,5C,7C,8S,KC,9S,9D,7S,10H,8C,7D,3D,QH,6D,8D,AS,2S,KD,AH,9H,2H,AD,4D,8H,AC,QS,JC,3S,QD,5D,
5S,10D,5H,2C,7S,QD,8D,KS,3S,KD,7C,3C,QC,JC,6C,3H,10S,2S,AH,9C,QH,4D,10H,9D,KH,JD,8C,2H,8S,3D,JS,5D,4C,6H,9H,AS,6S,QS,9S,5C,7H,KC,AD,10C,6D,4S,4H,JH,2D,8H,7D,AC,
2H,3D,10C,AS,8D,3H,4C,7C,8H,KH,3C,2S,QH,2D,8C,9H,2C,KD,8S,10D,AH,7H,9D,3S,5C,7D,4D,6H,5H,JD,AC,6S,6C,JC,5S,10S,QS,4H,QC,QD,JH,10H,KS,5D,9C,AD,KC,7S,6D,JS,9S,4S,
10S,7H,4H,QH,5D,9S,2C,8S,JD,AC,4S,8C,KD,KS,4D,5S,10D,8H,KH,6H,3S,6S,4C,5C,6C,9H,QS,10H,7D,3C,2H,7C,6D,QD,AS,5H,10C,JH,3H,7S,8D,AD,2S,9D,2D,AH,KC,9C,QC,3D,JC,JS,
10C,QS,AD,5H,9S,5D,JH,QH,4H,6C,2S,9H,5S,6D,10D,KS,3C,6S,2H,AC,8C,7C,9C,QD,2D,3D,AS,8S,KH,10S,4S,4D,AH,JS,6H,7S,8D,2C,4C,9D,JD,KC,10H,3S,KD,7D,7H,5C,QC,8H,JC,3H,
10H,2H,3S,10D,2D,6H,4H,6C,QH,10S,3C,QC,KD,6S,7S,AC,4S,5D,4D,5C,5H,10C,KS,8H,7H,3H,3D,7D,9S,JS,8S,9C,AD,4C,7C,JD,QS,KC,9H,2C,AS,AH,5S,JC,2S,9D,QD,JH,KH,8D,8C,6D,
JH,6H,3D,5H,7S,10H,2C,2S,5D,10C,4S,9S,8H,3S,2H,9D,7D,AD,8D,5C,4C,KH,AS,QH,9C,6S,2D,QD,4H,AH,6D,KC,8S,5S,AC,8C,4D,JC,10D,JS,JD,KS,QC,10S,3C,QS,KD,9H,7H,6C,7C,3H,
7C,10D,5S,5D,8D,7D,8S,10C,JC,2H,QC,10S,5H,4D,7H,AS,KS,2C,KD,3D,JH,QH,6D,10H,6S,3H,9C,8H,2D,JS,QD,8C,9D,9S,4C,3S,9H,KC,2S,QS,AH,JD,7S,AD,4H,5C,6H,KH,AC,3C,6C,4S,
6H,AS,3D,9S,4D,7C,3H,KD,2S,8S,JS,JC,8D,AC,KH,8C,9D,3C,JD,6D,7H,KC,QD,4H,5S,10S,2C,KS,5H,QC,JH,3S,9H,AH,2D,7D,QS,2H,4C,10C,QH,6S,5C,AD,6C,10D,5D,10H,8H,9C,4S,7S,
3H,8S,KD,3S,5S,9D,JS,6S,9C,5C,5D,4H,AC,10S,QD,4C,7D,7S,QS,KC,6C,7H,4D,2H,3D,6H,9S,AH,3C,KS,QH,7C,10H,10D,AD,10C,4S,9H,8H,8C,6D,JH,QC,5H,KH,JC,2S,8D,JD,AS,2D,2C,
QH,10S,3D,6H,KC,6S,QD,8S,6C,9H,2C,4C,2D,5H,10D,KS,4D,8H,JC,QC,AD,5C,9S,5D,AS,AC,QS,9D,10C,2S,KH,8D,4H,6D,JH,AH,10H,JS,5S,3S,7H,7D,3C,9C,7C,7S,JD,3H,8C,KD,4S,2H,
4C,5C,AS,2H,AH,QD,10D,3C,8H,JD,9D,QS,2S,7C,8S,KD,8D,3H,6C,6S,5H,KS,4D,7D,JH,6H,KH,9S,10H,7S,AC,9H,2D,4S,10C,9C,QH,QC,10S,6D,2C,3D,5D,8C,5S,JC,KC,7H,AD,JS,3S,4H,
5C,3S,JH,6S,6H,3C,JS,JD,6C,10D,8S,7S,KD,2S,4C,5D,4D,10H,10C,9S,6D,2C,7H,5S,2H,KS,3D,KH,QC,8C,JC,7C,AD,QD,8D,QH,7D,4S,QS,4H,9D,KC,8H,AS,2D,9H,10S,9C,5H,AH,AC,3H,
10C,JS,AC,QC,10H,KS,KD,6H,5C,JH,6D,7H,2C,AH,3C,3D,8H,9C,4H,8S,3H,6C,10S,7S,5D,JD,4S,9S,10D,7D,QS,2S,9H,5H,QD,5S,8D,4D,9D,8C,2D,6S,KC,QH,AS,4C,7C,JC,3S,AD,KH,2H,
QH,AC,3S,2C,KH,2H,QS,3D,2D,4H,3H,3C,QD,8C,10H,KC,7H,6C,4D,9C,5S,AH,2S,JH,9D,5D,7D,6D,7S,JD,5C,5H,8D,6S,7C,10C,4C,JC,9H,10D,9S,8S,4S,AD,6H,JS,KD,8H,QC,KS,10S,AS,
10H,9C,AD,QH,2D,5S,JS,7C,4C,8D,3D,5D,KS,KH,9S,QC,5C,7S,7H,JC,6D,4S,6C,KD,3H,QD,10C,9D,JD,8S,JH,2C,6S,AH,8C,2H,5H,3S,AS,4H,KC,10S,AC,9H,8H,10D,2S,3C,QS,4D,7D,6H,
KD,5S,5D,3C,10C,QC,AC,2H,4D,3D,2C,KH,8H,KC,JH,10S,AS,10D,8S,6S,3S,6H,5C,8D,9C,5H,QD,QH,7S,7C,7D,9S,9D,4H,QS,4S,8C,7H,6D,JC,KS,2D,3H,4C,AD,10H,2S,9H,JS,6C,JD,AH,
AH,3C,8H,9C,6C,QD,2D,AC,6S,6D,4D,KC,5S,KD,10H,4H,3S,8S,10S,JH,AD,7H,4S,AS,QC,2H,2S,10D,3D,7D,QH,5D,JD,9D,7S,9S,3H,9H,5C,2C,JC,QS,10C,8C,8D,7C,4C,JS,5H,KH,KS,6H,
6C,8S,3S,2S,KD,5H,9C,3D,10C,8D,JS,4S,4C,AD,7C,5C,7H,4D,9S,2C,AS,KC,QS,2H,6H,KS,KH,QH,7S,6S,9D,7D,JC,8C,5D,JD,AH,QC,5S,3H,QD,9H,6D,2D,4H,10D,3C,10S,JH,AC,10H,8H,
KS,5C,KD,9C,2S,JD,KH,8S,4H,JC,QC,QD,KC,7D,JH,5S,AH,JS,6C,7S,2H,3C,QS,10D,3D,4D,3S,5H,8C,3H,QH,6S,10H,9S,AD,7H,5D,4S,AC,2D,4C,2C,8H,9D,6D,7C,6H,8D,10S,9H,AS,10C,
QS,QH,8S,AC,KS,6C,5D,KC,8C,6D,8H,JD,5H,3C,JH,8D,AD,3D,7D,10D,4H,6H,4S,5C,6S,10S,7S,AH,10C,2C,9D,2D,4C,QD,9S,9H,JS,KH,5S,7C,JC,2H,3H,3S,2S,4D,QC,KD,AS,7H,9C,10H,
KS,2C,JD,4D,KD,9S,4C,8S,AH,AS,7H,6S,10H,JH,6C,4H,2H,5H,5S,10C,5C,7C,7S,2S,5D,10D,QH,AC,3S,3H,7D,9C,QS,6H,KC,QD,JC,10S,JS,2D,3C,8C,3D,AD,QC,8H,8D,4S,KH,9H,6D,9D,
5C,7S,9S,AC,7H,6C,AH,6S,5S,8S,QC,5H,7D,8C,2D,6D,KS,2C,3H,2H,3C,10D,3S,4D,AD,8H,9D,8D,9C,JC,3D,2S,KD,4H,4S,QS,4C,JS,QH,10H,10S,JD,KH,9H,KC,6H,10C,JH,AS,5D,7C,QD,
QH,2D,9D,AD,6S,8S,5S,10S,6D,7S,10D,3S,JC,JH,5H,KH,QD,KS,2S,3H,JS,4D,QC,6H,QS,2H,AS,3C,3D,7C,10C,10H,8C,JD,KC,8D,9S,4S,5D,9C,4H,AH,6C,2C,KD,4C,7D,8H,5C,AC,7H,9H,
QD,AD,3S,6S,10D,JS,3D,6D,5H,2D,JH,QH,4S,6H,7S,QS,7C,2C,7D,2H,KC,AH,7H,3C,8H,10C,KH,4C,10H,3H,KD,JD,10S,8C,AS,6C,5C,9S,9D,9C,5S,8D,4H,2S,9H,JC,4D,8S,QC,5D,AC,KS,
8D,10D,9D,2C,5D,7H,JH,8S,6H,5H,KC,AS,2D,7D,KS,JC,4H,KH,JS,3H,4C,10C,3S,5C,10H,5S,6D,4S,2S,4D,JD,QC,9S,6C,AC,8H,8C,QH,7C,3D,KD,AD,QD,9H,7S,3C,6S,9C,2H,AH,QS,10S,
10D,JD,QD,JS,8D,KH,4C,10H,9C,5S,5D,6D,10S,KS,2D,QS,4S,QC,2H,4D,6H,2S,4H,AC,AS,JH,AD,KC,7H,7S,10C,8H,8S,QH,7D,7C,KD,AH,3H,9D,3D,2C,3S,5C,3C,6C,9S,JC,9H,6S,5H,8C,
AS,4S,3C,9S,8H,KD,7S,6D,10H,9C,KS,KC,7D,2D,QC,2C,8S,3D,10C,AC,6C,5C,2H,JS,7H,QD,QH,9H,6H,AD,8C,JC,KH,5D,7C,QS,9D,10D,8D,5S,3S,5H,4D,AH,10S,6S,JD,4H,3H,4C,JH,2S,
7D,QH,10S,10C,8H,KC,KS,4S,QC,6S,KD,2H,7H,JD,4D,QS,2D,2C,AS,QD,5C,10D,9C,JS,8C,7C,7S,KH,8S,9H,5H,6C,3C,3S,4C,5D,3H,JH,6D,8D,6H,3D,5S,2S,10H,JC,9S,AC,9D,AD,AH,4H,
QH,KD,8C,JS,3D,5S,8D,7S,7H,3H,4S,10C,8H,7C,KH,2S,10D,JH,QD,9H,5H,2H,6S,6D,JD,10H,2C,5D,4H,7D,5C,6C,JC,9C,AH,8S,AS,9D,2D,AC,6H,KC,3C,QS,9S,QC,10S,KS,3S,4C,AD,4D,
8C,7C,5D,3C,3D,2C,10H,QD,6D,3H,AD,2S,6H,2H,8H,10D,5C,KC,9D,QC,7H,8D,AS,KS,5H,9H,2D,JC,10C,4D,7S,9C,JH,JD,9S,AC,QH,3S,4S,KD,4C,8S,10S,6S,5S,AH,7D,QS,JS,4H,KH,6C,
